PetID,AdoptionSpeed,Type,Brightness,Blurriness,Contrast,Colorfulness,Saturation,R_mean,G_mean,B_mean,Brightness_s,Blurriness_s,Contrast_s,Colorfulness_s,Saturation_s,QualityScore
899859c9b,2,Dog,120.74,248.39,44.44,34.6,59.04,129.1,120.7,99.0,0.5161812297734628,0.009944015569918752,0.32294585808765824,0.2712874392347499,0.24761984649582686,0.2735956778323233
8ea9f1228,1,Cat,115.32,478.84,51.58,19.67,53.48,120.4,114.5,106.6,0.4887742718446602,0.019831823595841156,0.4029817285057728,0.15422612513721187,0.22430063330956673,0.2580229164786106
d09752d1d,1,Cat,150.56,1051.08,65.8,30.21,52.48,156.8,150.6,134.3,0.6669700647249192,0.044384651822154175,0.5623808990023539,0.23686686529716167,0.22010653021851276,0.3461418022130204
e4d7e410b,0,Cat,106.44,86.78,65.13,24.26,63.42,110.9,107.7,88.0,0.443871359223301,0.0030098925277433574,0.5548705302096176,0.19021483456170613,0.2659900180346433,0.29159132691140227
0154e0f7b,2,Cat,96.21,280.27,40.51,21.44,34.85,100.7,95.3,89.4,0.3921419902912621,0.01131187549557033,0.2788925008407129,0.16810412419633056,0.14616449272323115,0.1993229967094214
6b7f2c603,3,Dog,123.93,780.29,41.39,38.33,51.17,135.8,120.3,111.0,0.5323118932038836,0.032765994693321344,0.2887568658222172,0.30053316606554803,0.21461225516923207,0.27379603499084043
335f2c11b,3,Cat,139.66,65.2,57.23,11.96,18.83,138.3,140.9,136.7,0.6118527508090615,0.0020839697800783307,0.4663154354892948,0.0937745021169829,0.0789749612045464,0.2506003238799928
c6d378000,1,Dog,121.42,2345.73,42.4,31.5,59.04,136.2,116.8,106.6,0.5196197411003237,0.0999335807037356,0.30007846653962555,0.24698133918770582,0.24761984649582686,0.2828465948054435
628fd5227,4,Dog,133.59,534.28,70.63,26.4,73.62,144.1,131.3,117.9,0.5811589805825244,0.0222105611829843,0.6165228113440195,0.20699388427160104,0.30876986956339386,0.34713122138890457
7611934a0,2,Dog,131.37,933.64,84.69,17.49,22.9,134.2,130.3,129.9,0.5699332524271845,0.03934570986266481,0.7741284609348728,0.13713344832993568,0.0960449607851361,0.32331716646795877
25ef79825,1,Cat,127.97,3770.76,62.83,20.39,46.91,133.3,127.5,116.2,0.5527406957928803,0.16107666194122838,0.5290886671897769,0.1598714128900737,0.1967453760013421,0.3199045627630603
acde4eb5b,0,Cat,157.65,182.81,63.74,41.31,71.99,176.2,154.3,126.3,0.7028216019417477,0.007130205848330594,0.5392893173411052,0.32389838482044847,0.30193348152497584,0.3750145982953216
c13da6b92,3,Dog,55.08,455.26,48.67,40.96,129.0,49.5,60.7,40.6,0.18416262135922332,0.018820087803906895,0.3703620670328438,0.32115414771836287,0.5410392987459631,0.28710764453206
ee6e0abe4,1,Cat,129.72,158.71,38.85,32.3,65.67,141.2,126.2,117.6,0.5615898058252428,0.006096158664886333,0.2602847214437843,0.25325388113533004,0.2754267499895147,0.2713302634117516
efa71e34a,3,Dog,131.32,773.93,58.6,50.07,47.18,139.3,128.7,123.9,0.5696804207119741,0.03249310921254518,0.4816724582445914,0.39258271914693427,0.1978777838359267,0.33486129823039434
6846c8340,3,Cat,99.68,186.18,47.97,30.75,87.6,94.9,106.2,78.9,0.4096885113268609,0.007274800827924251,0.3625154130702835,0.24110083111180805,0.3674034307763284,0.277596597422641
8564fa7be,3,Cat,124.97,372.28,43.27,10.88,30.56,130.1,123.9,117.0,0.5375707928802589,0.015259704597176406,0.3098307364645219,0.08530657048769014,0.12817179046260957,0.2152279189784514
4175a27e1,4,Dog,141.02,1859.53,63.59,17.47,31.88,144.1,139.9,138.8,0.6187297734627832,0.079072429641885,0.5376078914919852,0.13697663478124508,0.13370800654280082,0.3012189471841399
1a2816f0f,2,Dog,141.97,269.9,58.21,31.77,74.99,153.4,139.3,125.8,0.62353357605178,0.010866934861034355,0.4773007510368792,0.249098322095029,0.3145157907981378,0.335063074968572
861c903b6,4,Dog,130.88,3237.89,46.96,16.23,29.57,132.9,130.5,127.5,0.567455501618123,0.13821306349135518,0.35119381235287517,0.12725419476242747,0.12401962840246614,0.2616272401254494
c0e61e2f0,2,Cat,149.33,262.03,72.29,41.15,74.49,167.4,146.1,118.6,0.6607504045307444,0.010529260531834922,0.6351305907409484,0.3226438764309236,0.3124187392526108,0.38829457429741243
3f10302c7,0,Cat,137.01,2003.12,77.17,15.68,48.0,134.3,138.8,135.0,0.5984526699029126,0.08523337715519459,0.689832978365654,0.12294182217343577,0.20131694837059094,0.3395555591935576
a9294a9ea,1,Dog,149.39,1271.98,54.74,18.57,31.2,150.5,148.9,148.7,0.6610538025889967,0.053862702561691,0.438403766393902,0.14560137995922848,0.1308560164408841,0.28595553358894044
1b59f9f38,3,Cat,104.38,131.94,36.99,26.63,57.98,110.2,104.5,88.6,0.4334546925566343,0.004947551067342645,0.23943504091469564,0.20879724008154302,0.24317409721930963,0.22596172436790507
697c8c6c9,2,Cat,176.12,285.8,56.2,19.61,33.72,181.8,176.1,161.4,0.7962176375404532,0.011549148562974761,0.45476964465867054,0.15375568449114002,0.14142515623034013,0.3115434542967157
6ef7f0012,2,Cat,132.5,566.53,47.68,30.46,67.74,141.3,131.9,112.3,0.5756472491909386,0.023594296521825688,0.3592646564286514,0.23882703465579425,0.28410854338799646,0.29628835603704123
d5c68b3bf,3,Cat,120.72,80.47,61.83,19.48,50.32,122.9,121.0,113.6,0.5160800970873787,0.0027391523730739263,0.5178791615289765,0.1527363964246511,0.21104726754183617,0.28009641499118326
d57b8c2fe,2,Cat,127.41,979.6,81.41,23.16,78.56,140.0,123.9,112.4,0.5499089805825242,0.041317693619971785,0.7373612823674476,0.18159008938372276,0.3294887388332005,0.3679333569573734
c0503dd75,2,Dog,127.04,339.05,48.44,41.11,73.74,143.6,124.4,97.3,0.5480380258899678,0.013833920866643097,0.36778388073085966,0.3223302493335424,0.3092731619343203,0.3122518477510666
326b17344,3,Dog,99.98,1433.71,61.97,18.44,53.31,92.9,103.2,101.9,0.411205501618123,0.060801974386522545,0.5194484923214885,0.14458209189273954,0.22358763578408758,0.27192513920059225
e9bb69a1e,2,Cat,74.47,5663.74,67.74,15.91,71.83,77.3,73.8,70.6,0.28221076051779936,0.24229785021161496,0.5841273399843065,0.12474517798337775,0.30126242503040723,0.30692871074550115
62bf39bdf,1,Cat,152.52,731.14,60.0,16.42,33.76,154.9,152.4,146.6,0.6768810679611651,0.030657139130404933,0.49736576616971184,0.12874392347498825,0.1415929203539823,0.2950481634180505
2485efd0a,4,Dog,99.88,6212.1,45.33,23.56,47.46,102.5,99.6,94.4,0.4106998381877023,0.2658260706893534,0.33292231812577056,0.18472636035753487,0.1990521327014218,0.2786453440123566
2b8008b16,3,Dog,135.38,1334.11,61.92,30.64,53.73,138.6,135.2,127.7,0.5902103559870551,0.056528484781914724,0.5188880170384486,0.24023835659400972,0.22534915908233022,0.3262428746967517
c43be9e6c,4,Dog,139.12,518.08,48.26,39.56,84.93,152.6,137.6,111.6,0.6091221682847897,0.021515475524403516,0.3657661697119156,0.3101771993100204,0.3562051755232144,0.33255723767086875
48f5de7e9,4,Dog,143.08,1443.0,66.19,36.3,68.94,160.1,138.6,121.7,0.62914644012945,0.06120057597715313,0.5667526062100661,0.2846165908734514,0.28914146709726124,0.3661715360574763
a19707195,1,Cat,125.18,89.97,28.94,23.17,43.88,134.7,120.4,124.5,0.5386326860841425,0.0031467643333527844,0.14919852034525277,0.18166849615806807,0.18403724363544857,0.21133674211125295
2a9223451,2,Dog,114.35,489.74,41.56,46.66,114.14,137.5,109.9,76.3,0.4838693365695793,0.020299504687108477,0.2906624817845533,0.3658460090951858,0.47871492681290106,0.32787845178986563
fd7f76b49,4,Dog,129.23,2409.96,63.2,21.22,48.43,137.7,127.4,116.4,0.5591120550161812,0.10268946662044204,0.533236184284273,0.16637917516073386,0.20312041269974415,0.31290745875627485
1c8b66066,4,Cat,76.78,818.21,35.75,44.23,123.56,95.9,72.1,50.5,0.2938915857605178,0.03439301001266601,0.22553525389530316,0.34679316292927703,0.5182233779306296,0.2837672781056787
5a17ff971,2,Dog,96.18,365.18,65.09,35.47,93.01,92.0,99.9,87.8,0.39199029126213597,0.014955068290020631,0.5544221499831857,0.27810882860279124,0.39009352849893053,0.3259139733274128
2cdc94986,3,Cat,121.3,2038.04,78.02,84.0,104.81,154.6,107.0,107.3,0.5190129449838188,0.08673167290813541,0.6993610581773343,0.6586169045005488,0.43958394497336745,0.4806613051086409
64568c4a6,2,Dog,138.67,306.87,32.42,52.76,117.0,186.8,121.0,103.3,0.6068466828478964,0.012453188984351134,0.188207600044838,0.4136741414458209,0.49071006165331543,0.3423783349952444
1eeb4ea81,2,Dog,124.34,2726.67,52.84,20.15,25.83,128.6,122.9,120.8,0.5343851132686085,0.11627839124569647,0.41710570563838134,0.1579896503057864,0.10833368284192424,0.26681850866007945
fab063ed4,2,Cat,127.86,434.84,49.05,36.85,90.99,139.7,124.7,112.9,0.5521844660194175,0.017943936621918025,0.3746216791839479,0.2889289634624432,0.38162144025500144,0.32306009710854566
34d5748f7,2,Cat,113.81,246.66,48.12,12.57,36.64,110.4,115.1,116.2,0.4811387540453075,0.009869787286625865,0.3641968389194036,0.09855731535204641,0.15367193725621775,0.2214869265719202
bbe1d6739,2,Dog,101.77,267.94,40.28,37.33,94.09,98.3,104.6,96.6,0.42025687702265374,0.010782838077650507,0.2763143145387288,0.2926924886310177,0.3946231598372688,0.2789339356214639
b41d5c9c4,4,Cat,149.16,742.31,54.12,23.92,37.79,151.2,148.4,147.6,0.6598907766990292,0.0311364049826486,0.4314538728842057,0.1875490042339658,0.15849515581092982,0.2937050429221558
8c89e09ae,2,Cat,86.31,1319.5,69.79,14.91,32.0,88.6,86.2,80.8,0.34208131067961167,0.055901620493527975,0.6071068265889474,0.11690450054884742,0.1342112989137273,0.2512411114449324
be917151a,4,Dog,144.96,1683.87,63.23,100.28,143.84,100.2,166.1,153.6,0.6386529126213593,0.07153546996371823,0.533572469454097,0.7862631331347029,0.6032797886172042,0.5266607547582163
1819e298c,1,Dog,109.05,270.56,42.14,31.58,113.3,133.6,102.7,77.5,0.4570691747572816,0.010895253165643203,0.2971639950678175,0.2476085933824682,0.4751918802164157,0.2975857793179252
c16f5a6df,4,Cat,100.81,2546.25,48.61,29.28,66.59,104.7,100.5,92.0,0.4154025080906149,0.10853719652216894,0.3696894966931958,0.22957503528304846,0.2792853248332844,0.2804979122844625
78fd8ce0d,4,Dog,100.22,2133.07,78.25,34.19,112.16,112.1,97.4,83.6,0.41241909385113273,0.09080907970658804,0.7019392444793183,0.2680727614865924,0.47041060269261414,0.38873015644324915
bcf657071,2,Dog,129.23,178.93,41.77,19.45,37.26,130.7,129.3,125.2,0.5591120550161812,0.006963728542448281,0.29301647797332137,0.15250117610161518,0.15627228117267122,0.23357314376124752
c1a9d98fb,2,Cat,147.33,2395.64,61.09,54.3,93.84,172.9,142.0,107.5,0.6506371359223302,0.10207504522347433,0.5095841273399843,0.4257487846949976,0.3935746340645053,0.4163239454490584
7cc9b21fd,3,Dog,88.85,605.12,29.17,12.06,29.47,94.7,86.6,85.1,0.3549251618122977,0.025250059211000545,0.15177670664723686,0.09455856986043594,0.12360021809336072,0.15002214312486636
7ea900f4d,2,Cat,122.66,264.96,43.68,24.69,42.45,124.9,122.2,119.2,0.5258899676375405,0.01065497664168935,0.31442663378545,0.19358632585855418,0.1780396762152414,0.2445195160276951
1ed0c2a41,2,Dog,102.32,544.72,54.96,14.39,32.34,101.4,104.0,95.9,0.42303802588996764,0.022658505274069703,0.44086985763927805,0.11282734828289163,0.13563729396468566,0.22700620621017853
a22cc0413,3,Dog,152.04,2682.87,64.31,33.14,59.6,149.7,153.4,151.2,0.6744538834951457,0.11439908557620027,0.5456787355677614,0.25984005018033557,0.2499685442268171,0.36886805980925197
b6c93a605,2,Dog,100.95,100.14,68.74,24.02,70.08,105.8,99.5,95.7,0.4161104368932039,0.003583123663461836,0.5953368456451069,0.18833307197741883,0.29392274462106277,0.29945724456005085
27ab49f1a,2,Dog,123.32,613.26,36.68,11.31,23.95,124.5,122.6,123.7,0.5292273462783171,0.025599318301176326,0.2359600941598475,0.08867806178453819,0.10044876903074278,0.1959827179109244
c8b79357a,2,Dog,100.01,3753.07,64.84,31.47,99.87,104.7,101.5,79.9,0.41135720064724923,0.160317645564667,0.5516197735679856,0.24674611886466988,0.4188650757035608,0.35778116286962647
e6b64b212,3,Dog,117.46,6073.3,47.59,19.98,45.43,115.7,119.8,109.9,0.49959546925566345,0.25987064541706856,0.35825580091917947,0.15665673514191625,0.19053810342658223,0.292983350832082
719917454,2,Dog,215.96,453.02,50.11,48.62,40.55,232.0,211.2,198.5,0.9976739482200648,0.018723977194325354,0.3865037551843963,0.38121373686686527,0.1700708803422388,0.39083725956157817
d1b183683,3,Dog,119.12,216.64,60.32,13.45,39.42,120.0,119.9,112.9,0.5079894822006473,0.008581733492144673,0.5009528079811679,0.10545711149443311,0.1653315438493478,0.2576625358035482
cfd87918e,2,Dog,128.44,596.39,63.24,32.33,60.11,138.5,126.9,109.7,0.5551173139158576,0.024875485272765344,0.533684564510705,0.25348910145836595,0.2521075368032546,0.3238548003921897
732b578ff,1,Cat,100.6,501.95,39.25,24.07,63.1,111.2,98.2,85.3,0.4143406148867314,0.02082339332237215,0.26476852370810444,0.18872510584914537,0.264647905045506,0.2306611085623719
c63b71f0d,1,Cat,125.84,105.6,61.59,21.46,56.32,130.4,123.6,125.6,0.5419700647249192,0.0038173932743168423,0.5151888801703844,0.16826093774502116,0.23621188608816004,0.29308983240056036
e932a94c6,3,Dog,149.55,1460.43,63.12,28.69,58.44,162.9,145.6,134.6,0.66186286407767,0.0619484366579595,0.532339423831409,0.22494903559667556,0.24510338464119447,0.34524062896098173
b71eb2942,1,Dog,96.84,168.94,38.07,53.3,81.76,114.5,93.4,68.2,0.3953276699029127,0.00653509238632346,0.25154130702836003,0.4179081072604673,0.34290986872457324,0.2828444090605274
605f9cd41,4,Cat,116.89,3564.82,70.97,29.81,57.18,124.2,115.6,104.2,0.4967131877022654,0.15224049277282542,0.6203340432686918,0.23373059432334953,0.23981881474646646,0.3485674265627197
636d6a0d9,3,Cat,171.83,1169.08,46.06,21.68,40.23,174.1,173.3,158.6,0.7745246763754047,0.04944762143403894,0.3411052572581549,0.16998588678061782,0.16872876735310152,0.30075844184026357
b28de653f,4,Cat,130.93,1036.36,55.13,14.83,26.98,131.3,131.6,126.6,0.5677083333333334,0.04375306781633262,0.4427754736016141,0.11627724635408498,0.11315690139663633,0.2567342045004003
a9e4d6df7,3,Dog,89.29,763.31,56.61,23.85,44.32,91.4,89.4,82.8,0.3571500809061489,0.03203744194747555,0.4593655419795986,0.1870001568135487,0.1858826489955123,0.24428717412845682
679e98b95,2,Dog,132.05,878.98,70.02,25.86,34.57,133.3,131.1,134.0,0.5733717637540454,0.03700043936278666,0.6096850128909314,0.20275991845695468,0.144990143857736,0.31356145566449084
8ece5f3ba,3,Dog,130.87,1773.51,41.73,26.15,52.06,131.4,132.8,119.5,0.567404935275081,0.07538161060786527,0.2925680977468893,0.20503371491296846,0.2183450069202701,0.27174667309261485
fe83618e5,1,Dog,122.3,400.82,40.32,20.57,45.17,125.0,121.8,117.9,0.5240695792880259,0.016484256738898365,0.2767626947651608,0.16128273482828917,0.1894476366229082,0.23360938044865648
ee9c2fd46,4,Cat,115.97,3956.65,73.23,18.67,57.77,120.6,115.1,108.1,0.49206108414239486,0.16905255534083224,0.6456675260621006,0.14638544770268153,0.2422933355701883,0.3390919897636395
3a8770d75,0,Cat,109.37,128.39,76.76,7.16,49.9,108.7,110.6,104.7,0.4586872977346279,0.004795232913764756,0.6852370810447259,0.056139250431237256,0.2092857442435935,0.2828289212735899
c8c3eb092,1,Dog,150.56,835.08,52.9,33.94,59.26,159.9,148.2,138.2,0.6669700647249192,0.03511684304107699,0.4177782759780293,0.26611259212795985,0.24854254917585872,0.3269040650095688
0f6b7b928,3,Cat,116.37,586.81,58.17,26.91,54.0,119.8,116.6,106.2,0.4940837378640777,0.024464440790715712,0.47685237081044723,0.21099262976321154,0.22648156691691482,0.28657494922907345
8526200d3,3,Dog,120.84,875.02,62.91,28.09,74.49,112.7,125.2,119.9,0.5166868932038835,0.03683052953513358,0.5299854276426409,0.22024462913595733,0.3124187392526108,0.3232332437540452
861af7cd5,2,Cat,110.08,75.24,57.18,110.36,150.12,184.0,78.4,79.2,0.4622775080906149,0.0025147512623098812,0.46575496020625484,0.8652971616747687,0.6296187560290232,0.4850926274525943
5780fe74a,4,Cat,110.98,2723.84,69.14,48.07,71.11,128.1,104.9,97.6,0.4668284789644013,0.11615696578805551,0.5998206479094271,0.3769013642778736,0.2982426708048484,0.3715900255489212
859426703,0,Dog,138.94,178.48,79.53,11.6,23.39,133.9,142.1,135.4,0.6082119741100324,0.006944420607487703,0.7162874117251429,0.09095185824055198,0.09810007129975255,0.30409914719659353
b857d5ac6,3,Dog,114.62,756.91,59.98,22.65,33.05,118.6,113.7,108.9,0.4852346278317153,0.031762840205814005,0.4971415760564958,0.17759134389211226,0.13861510715933395,0.26606909902909426
96a1bce27,3,Dog,156.37,2579.9,101.06,38.12,64.7,163.5,154.9,145.2,0.6963491100323626,0.1099810009919988,0.9576280686021746,0.29888662380429665,0.2713584699911924,0.466840654684405
12b1bce04,4,Dog,130.52,584.33,43.52,13.18,26.59,131.2,130.4,129.5,0.5656351132686085,0.024358032615821867,0.312633112879722,0.10334012858710992,0.11152120119112527,0.22349751770847748
2e1de0bba,2,Dog,141.06,235.99,52.16,24.69,54.68,148.9,141.2,119.6,0.6189320388349515,0.009411974695449507,0.409483241789037,0.19358632585855418,0.2293335570188315,0.29214942763936474
2034bc734,2,Cat,134.09,552.47,59.2,34.22,57.13,143.5,131.6,122.1,0.5836872977346279,0.022991030820612983,0.4883981616410716,0.26830798180962834,0.23960910959191378,0.3205987163195709
9fa760b69,4,Dog,130.36,5202.65,45.12,26.16,42.98,133.2,130.6,121.8,0.5648260517799354,0.22251408192056457,0.3305683219370025,0.20511212168731377,0.18026255085349996,0.3006566256356632
21b90ff68,4,Dog,139.62,2694.73,58.73,40.76,85.64,161.1,134.0,112.3,0.6116504854368933,0.11490795692871682,0.4831296939804954,0.3195860122314568,0.3591829887178627,0.377691427459085
370d17232,4,Dog,133.32,158.53,40.52,47.84,147.88,175.6,122.5,78.1,0.5797936893203883,0.006088435490902102,0.2790045958973209,0.3750980084679316,0.6202239651050623,0.372041738856321
c90558513,1,Dog,115.7,3452.07,57.25,34.94,81.82,130.3,111.0,101.6,0.49069579288025894,0.14740278240214738,0.46653962560251083,0.27395326956249016,0.34316151491003644,0.34435059707148874
58bfbd845,3,Dog,98.94,4813.09,59.76,34.73,80.74,92.9,105.1,83.2,0.4059466019417476,0.20579941715780334,0.4946754848111197,0.2723067273012388,0.33863188357169816,0.3434720229567215
cdd50f583,3,Dog,111.09,1181.6,33.43,38.3,153.05,138.7,107.1,59.4,0.46738470873786414,0.04998481109116434,0.19952920076224634,0.3002979457425121,0.6419074780858114,0.33182082888391967
4e9358756,2,Cat,123.82,1430.14,46.05,21.64,43.36,129.1,122.1,118.7,0.5317556634304207,0.06064879810250197,0.3409931622015468,0.16967225968323663,0.1818563100281005,0.25698523868916134
bc2fdee71,1,Cat,124.46,352.55,68.95,24.23,46.53,131.9,122.5,115.1,0.5349919093851133,0.014413158915460422,0.5976908418338751,0.1899796142386702,0.1951516168267416,0.3064454282399721
637e741e8,1,Dog,161.75,2118.04,67.33,36.76,59.24,167.7,162.1,143.9,0.7235538025889968,0.09016419467890474,0.5795314426633784,0.2882233024933354,0.24845866711403766,0.3859862819077306
4d767b639,2,Dog,95.44,251.33,49.43,38.74,112.85,115.5,89.6,72.7,0.38824838187702265,0.010070160744994526,0.37888129133505205,0.3037478438137055,0.4733045338254414,0.3108504423192432
d14d62508,2,Dog,125.96,817.76,37.87,19.58,31.53,130.9,124.4,121.1,0.542576860841424,0.03437370207770543,0.2492994058961999,0.1535204641681041,0.13224007046093192,0.22240210068887306
714b4fa64,2,Dog,91.91,660.5,70.15,17.71,27.15,95.5,91.3,86.2,0.3703984627831715,0.027626222406815615,0.6111422486268355,0.13885839736553238,0.11386989892211549,0.25237904602089406
460426eb4,3,Cat,109.81,1696.75,54.83,47.28,100.69,123.4,107.6,85.5,0.460912216828479,0.0720881059688121,0.439412621903374,0.37070722910459464,0.42230424023822505,0.353084882808697
098b6e1e6,4,Cat,158.45,657.5,55.55,30.51,53.47,169.1,154.2,152.3,0.7068669093851132,0.027497502840411765,0.44748346597915023,0.23921906852752078,0.2242586922786562,0.32906512780217045
0b74e375f,3,Dog,117.31,464.04,60.56,65.82,111.39,153.6,103.8,92.0,0.4988369741100324,0.019196807068248833,0.5036430893397601,0.5160733887407871,0.4671811433125026,0.4009862805142662
78c3c7f21,3,Dog,106.99,1764.29,45.81,13.16,19.11,109.0,106.6,103.7,0.4466525080906149,0.07498601247378411,0.3383028808429548,0.10318331503841932,0.08014931007004152,0.20865480530316288
76d5726c4,1,Dog,142.18,2146.27,59.08,29.71,63.08,151.9,140.0,127.8,0.6245954692556636,0.09137544579876497,0.4870530209617755,0.2329465265798965,0.2645640229836849,0.3401068971159571
a4dd57b11,1,Cat,134.91,1692.53,61.17,19.03,32.26,141.8,132.8,127.6,0.5878337378640777,0.07190704044540402,0.5104808877928483,0.14920809157911244,0.13530176571740132,0.2909463046797688
c92cdf20c,3,Cat,134.11,230.16,82.65,21.26,34.21,136.6,133.7,129.5,0.583788430420712,0.00916182967140469,0.7512610693868401,0.1666928022581151,0.1434802667449566,0.3308768796964057
44d1246e0,1,Dog,197.54,874.25,54.97,17.32,20.04,202.0,196.3,192.2,0.9045307443365695,0.03679749151308992,0.440981952695886,0.13580053316606555,0.08404982594472171,0.32043210953126655
35178a75a,2,Cat,106.93,3977.35,74.95,77.09,102.13,135.0,96.6,86.2,0.44634911003236255,0.1699407203490188,0.6649478757986772,0.6044378234279442,0.4283437486893428,0.462803855659469
2136a3c04,4,Cat,134.18,120.92,28.3,13.39,26.92,139.0,133.0,127.6,0.5841423948220066,0.00447472119341917,0.14202443672234052,0.1049866708483613,0.11290525521117309,0.18970669575946014
3cae1b9ae,2,Cat,121.94,672.77,44.95,26.99,67.72,123.3,122.0,118.0,0.5222491909385114,0.028152685433407362,0.3286627059746665,0.21161988395797396,0.2840246613261754,0.27494182552614693
3c2a1ed3b,1,Dog,119.65,30.14,44.99,56.08,164.76,180.2,98.9,67.5,0.5106694983818771,0.0005796671140386708,0.32911108620109847,0.43970519052846163,0.6910204252820534,0.39421717350150587
eac15ca35,3,Cat,102.07,1120.02,57.5,11.03,33.57,103.1,102.4,97.2,0.42177386731391586,0.04734262745811465,0.4693420020177109,0.08648267210286968,0.14079604076668203,0.2331474419318586
35f9132e5,3,Cat,137.37,807.41,78.69,35.16,65.6,146.6,135.2,124.6,0.6002730582524273,0.033929619573612145,0.7068714269700705,0.27567821859808683,0.2751331627731409,0.3783770972334676
9a1be07d5,4,Dog,131.59,539.61,54.59,20.57,37.62,130.4,132.3,131.0,0.5710457119741101,0.022439252945961812,0.43672234054478193,0.16128273482828917,0.15778215828545064,0.26985443971571876
d4bb8cf0a,2,Dog,164.29,596.08,60.62,16.56,28.69,163.3,164.4,166.3,0.7363976537216829,0.024862184250903613,0.5043156596794081,0.12984161831582247,0.12032881768233863,0.3031491867300311
c37cd2095,1,Dog,110.54,623.82,69.11,22.07,69.57,122.8,105.6,103.5,0.46460355987055024,0.02605241117491788,0.5994843627396031,0.17304375098008468,0.2917837520446252,0.3109935673619562
c296177eb,3,Cat,131.16,768.47,54.85,32.6,73.4,142.1,130.7,104.9,0.568871359223301,0.032258839601690174,0.43963681201659,0.2556060843656892,0.307847166883362,0.3208440524181265
ef487165c,1,Cat,130.53,259.36,32.89,27.17,94.81,154.4,124.3,100.3,0.5656856796116505,0.010414700117735497,0.19347606770541415,0.21303120589618943,0.39764291406282765,0.27605011347876346
7ba9cb4a0,2,Dog,111.47,308.39,76.63,21.98,55.87,114.2,111.1,106.3,0.4693062297734628,0.01251840689799575,0.6837798453088217,0.17233809001097694,0.23432453969718575,0.3144534223376886
302eb3771,3,Dog,138.66,352.41,60.08,12.51,21.52,139.2,138.6,137.6,0.6067961165048544,0.014407152002361576,0.49826252662257586,0.09808687470597459,0.0902570985194816,0.2615619536710496
45d384cb1,3,Cat,113.58,1367.85,84.93,77.06,91.83,129.4,112.9,75.4,0.47997572815533984,0.05797615083873669,0.7768187422934649,0.6042026031049083,0.3851444868514868,0.4608235422487873
32918fcdf,4,Dog,130.35,665.46,61.65,50.71,132.2,164.2,122.7,81.0,0.5647754854368933,0.027839038756603315,0.5158614505100324,0.3976007527050337,0.5544604286373358,0.4121074312091796
f03979157,0,Cat,157.45,381.63,86.76,5.15,8.47,156.8,157.4,160.0,0.7018102750809061,0.015660880579135072,0.7973321376527296,0.04037948878783127,0.03552405318122719,0.3181413670563658
610246129,4,Dog,142.17,913.69,54.17,30.92,76.17,146.8,145.0,115.5,0.6245449029126213,0.03848972474607921,0.43201434816724577,0.2424337462756782,0.3194648324455815,0.33138951090944124
1e39a9ea7,1,Cat,126.34,179.04,45.05,20.52,37.58,122.2,128.7,124.9,0.5444983818770227,0.0069684482598830885,0.3297836565407465,0.16089070095656263,0.15761439416180847,0.23995111635920466
79a6cc443,3,Dog,117.1,663.16,55.68,38.86,78.84,136.0,111.2,98.0,0.49777508090614886,0.027740353755693694,0.4489407017150543,0.3046887251058491,0.3306630876986956,0.3219615898362883
2e77e1c78,4,Dog,109.77,10093.68,56.41,19.9,35.84,111.5,110.2,103.2,0.4607099514563107,0.4323711688766387,0.4571236408474385,0.15602948094715383,0.15031665478337458,0.3313101793821832
685cbaf7f,1,Cat,133.85,1324.36,78.3,65.29,79.3,154.7,125.3,123.4,0.5824737055016181,0.05611014619110221,0.7024997197623584,0.5119178297004862,0.33259237512058043,0.43711875525522903
5071e525c,4,Dog,180.39,2049.45,66.94,25.5,46.58,187.1,180.8,161.5,0.8178094660194175,0.08722123632569138,0.5751597354556663,0.19993727458052374,0.1953613219812943,0.37509780687251865
a6e1f4504,2,Cat,108.82,1471.06,50.3,50.7,48.49,123.0,103.5,98.9,0.4559061488673139,0.06240453298825047,0.38863356125994836,0.3975223459306884,0.2033720588852074,0.30156772958628175
da7680082,2,Dog,137.04,1389.51,54.18,36.96,70.32,141.5,138.4,118.5,0.5986043689320388,0.05890550610817249,0.43212644322385374,0.2897914379802415,0.2949293293629157,0.33487141712144447
2e116036a,4,Cat,74.4,295.08,47.4,75.57,140.24,115.5,59.7,42.2,0.28185679611650494,0.011947321088384004,0.35612599484362734,0.592519993727458,0.5881810174894099,0.3661262246530768
4bdbeb107,1,Dog,109.63,2306.84,80.9,24.65,85.91,110.1,110.1,105.9,0.4600020226537217,0.09826494605792038,0.7316444344804395,0.19327269876117295,0.3603153965524472,0.36869989970114037
b5c41169c,2,Dog,102.04,421.05,53.16,46.09,94.26,116.8,100.0,73.7,0.4216221682847897,0.017352255681681663,0.42069274744983737,0.36137682295750356,0.39533615736274796,0.323276030347312
a5f08e991,1,Dog,112.76,576.92,87.07,22.44,40.59,119.3,111.4,102.5,0.47582928802589003,0.024040095286804355,0.8008070844075775,0.1759448016308609,0.17023864446588097,0.3293719827634028
15a06cb97,2,Cat,96.81,88.14,74.6,28.84,84.13,110.9,90.6,91.9,0.3951759708737865,0.003068245397846436,0.661024548817397,0.2261251372118551,0.3528498930503711,0.32764875907025126
